EmpIoyee_ID,FirstName,LastName,HireDate,TerminationDate,ADEmail,EmployeeStatus,EmployeeType,EmployeeClassificationType,DepartmentType,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating
1161,Quinn,Mccullough,2021-05-10,2021-12-17,quinn.mccullough@bilearner.com,Terminated,Full-Time,Temporary,Production       ,25-12-1977,MA,Administrative,Male,Fully Meets,2
1162,Selena,Greer,2019-06-25,2019-08-15,selena.greer@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,08-03-1972,MA,Mechanic,Male,Fully Meets,2
1163,Giovani,Roy,2019-04-25,NA,giovani.roy@bilearner.com,Active,Contract,Temporary,Production       ,02-08-1951,MA,Laborer,Male,Fully Meets,1
1164,Dominik,Mullen,2021-02-25,2022-10-13,dominik.mullen@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,31-05-1995,MA,Laborer,Male,Fully Meets,4
1165,Abdullah,Ellison,2021-11-23,2023-05-29,abdullah.ellison@bilearner.com,Terminated,Contract,Part-Time,Production       ,14-11-1998,MA,Supervisor,Female,Needs Improvement,5
1166,Andre,Guzman,2021-10-05,2022-06-18,andre.guzman@bilearner.com,Terminated,Contract,Full-Time,Production       ,23-12-1998,MA,Technician,Male,Fully Meets,3
1167,Brayden,Malone,2020-05-30,NA,brayden.malone@bilearner.com,Active,Contract,Full-Time,Production       ,11-11-1949,MA,Foreman,Male,Fully Meets,1
1168,Maribel,Morrison,2018-12-11,NA,maribel.morrison@bilearner.com,Active,Part-Time,Part-Time,Production       ,14-03-1968,MA,Technician,Male,Needs Improvement,1
1169,Fisher,Stafford,2020-09-22,2022-09-14,fisher.stafford@bilearner.com,Terminated,Contract,Temporary,Production       ,02-03-1952,MA,Technician,Male,Fully Meets,1
1170,Kellen,Medina,2019-07-28,NA,kellen.medina@bilearner.com,Active,Part-Time,Full-Time,Production       ,19-07-1982,MA,Technician,Male,Needs Improvement,2
1171,Brenton,Monroe,2020-06-06,2021-04-14,brenton.monroe@bilearner.com,Terminated,Contract,Part-Time,Production       ,31-10-1986,MA,Foreman,Female,Fully Meets,1
1172,Derick,Rocha,2018-09-28,2023-08-05,derick.rocha@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,06-10-1950,MA,Supervisor,Female,Needs Improvement,1
1173,Elaine,Weeks,2020-04-12,NA,elaine.weeks@bilearner.com,Active,Part-Time,Temporary,Production       ,31-03-1950,MA,Technician,Female,Fully Meets,2
1174,Marely,Dixon,2022-11-01,NA,marely.dixon@bilearner.com,Active,Contract,Temporary,Production       ,07-10-1949,MA,Technician,Female,Fully Meets,2
1175,Keagan,Henson,2022-11-21,NA,keagan.henson@bilearner.com,Active,Part-Time,Full-Time,Production       ,22-07-1966,MA,Billing,Female,Fully Meets,5
1176,Helena,Davenport,2021-04-11,2023-05-24,helena.davenport@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,12-10-1994,MA,Engineer,Female,Fully Meets,5
1177,Houston,Aguirre,2018-11-29,2019-02-21,houston.aguirre@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,15-02-1977,MA,Technician,Female,Fully Meets,2
1178,Kane,Owen,2019-01-16,2022-08-31,kane.owen@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,09-03-1948,MA,Foreman,Female,Needs Improvement,4
1179,Emerson,Pitts,2019-09-18,NA,emerson.pitts@bilearner.com,Active,Contract,Temporary,Production       ,25-08-1943,MA,Technician,Male,Fully Meets,4
1180,Clarissa,Winters,2019-08-01,2023-01-20,clarissa.winters@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,13-03-1965,MA,Engineer,Male,Fully Meets,3
1181,Frankie,Atkins,2019-06-18,2021-04-14,frankie.atkins@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,03-08-1976,MA,Coordinator,Male,Fully Meets,5
1182,Ally,Zhang,2019-02-13,NA,ally.zhang@bilearner.com,Active,Full-Time,Part-Time,Production       ,06-07-1979,MA,Technician,Male,Fully Meets,3
1183,Kayleigh,Harmon,2021-06-02,NA,kayleigh.harmon@bilearner.com,Active,Contract,Full-Time,Production       ,09-06-1993,MA,Welder,Female,Fully Meets,3
1184,Kayley,Myers,2018-10-11,NA,kayley.myers@bilearner.com,Active,Part-Time,Full-Time,Production       ,07-04-1973,MA,Laborer,Female,Fully Meets,3
1185,Rowan,Cobb,2021-03-09,NA,rowan.cobb@bilearner.com,Active,Contract,Full-Time,Production       ,20-01-1952,MA,Technician,Female,Fully Meets,2
1186,Edward,Mann,2022-01-23,NA,edward.mann@bilearner.com,Active,Contract,Part-Time,Production       ,25-12-1984,MA,Technician,Male,PIP,4
1187,Amirah,Johnson,2019-02-24,NA,amirah.johnson@bilearner.com,Active,Contract,Part-Time,Production       ,14-06-1973,MA,Laborer,Male,Exceeds,1
1188,Bridget,Deleon,2020-01-08,2021-07-02,bridget.deleon@bilearner.com,Terminated,Contract,Temporary,Production       ,31-08-1973,MA,Field Project Manager,Male,Fully Meets,2
1189,Martin,Weber,2021-05-13,2022-09-22,martin.weber@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,14-05-1986,MA,Manager,Male,Exceeds,2
1190,Ruben,Lewis,2022-02-12,NA,ruben.lewis@bilearner.com,Active,Contract,Full-Time,Production       ,24-03-1981,MA,Laborer,Female,Fully Meets,4
1191,Bailey,Collier,2023-02-01,NA,bailey.collier@bilearner.com,Active,Full-Time,Full-Time,Production       ,18-02-1961,MA,Splicer,Female,Fully Meets,1
1192,Charlee,Roth,2023-02-04,NA,charlee.roth@bilearner.com,Active,Part-Time,Temporary,Production       ,05-05-1944,MA,Splicer,Male,Fully Meets,3
1193,Karissa,Bowers,2023-03-23,2023-05-01,karissa.bowers@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,17-03-1984,MA,Technician,Male,Fully Meets,3
1194,Noel,Ramirez,2023-03-22,2023-07-14,noel.ramirez@bilearner.com,Terminated,Part-Time,Temporary,Production       ,12-10-1994,MA,Specialist,Male,Fully Meets,2
1195,Victoria,Franco,2018-11-28,NA,victoria.franco@bilearner.com,Active,Contract,Full-Time,Production       ,09-09-1997,MA,Laborer,Male,Fully Meets,2
1196,Danika,Fleming,2020-07-09,2021-07-10,danika.fleming@bilearner.com,Terminated,Part-Time,Temporary,Production       ,16-10-1995,MA,Laborer,Female,Fully Meets,3
1197,Jocelyn,Kline,2019-02-11,NA,jocelyn.kline@bilearner.com,Active,Part-Time,Full-Time,Production       ,25-04-1958,MA,Engineer,Female,Fully Meets,3
1198,Cesar,Higgins,2020-01-09,NA,cesar.higgins@bilearner.com,Active,Part-Time,Part-Time,Production       ,04-02-1996,MA,Engineer,Female,Fully Meets,4
1199,Gabriel,Dodson,2021-11-11,2022-07-31,gabriel.dodson@bilearner.com,Terminated,Contract,Part-Time,Production       ,14-12-1975,MA,Engineer,Female,Fully Meets,5
1200,Raphael,Sandoval,2021-05-15,NA,raphael.sandoval@bilearner.com,Active,Full-Time,Temporary,Production       ,28-10-1993,MA,Foreman,Female,Fully Meets,2
1201,Ruth,Harrell,2019-08-21,2022-10-28,ruth.harrell@bilearner.com,Terminated,Contract,Full-Time,Production       ,23-02-1967,MA,Supervisor,Female,Fully Meets,3
1202,Peyton,Barber,2020-09-18,NA,peyton.barber@bilearner.com,Active,Contract,Part-Time,Production       ,27-01-1946,MA,Technician,Female,Fully Meets,3
1203,Reginald,Lowery,2022-08-27,2022-12-03,reginald.lowery@bilearner.com,Terminated,Contract,Full-Time,Production       ,26-11-1983,MA,Laborer,Male,Fully Meets,5
1204,Stephanie,Briggs,2019-02-23,NA,stephanie.briggs@bilearner.com,Active,Contract,Full-Time,Production       ,07-05-1965,MA,Laborer,Male,Fully Meets,5
1205,Shaniya,Becker,2022-08-08,2022-10-25,shaniya.becker@bilearner.com,Terminated,Contract,Full-Time,Production       ,28-04-1947,MA,Apprentice,Male,Fully Meets,3
1206,Ryan,Oconnell,2022-09-24,2022-10-24,ryan.oconnell@bilearner.com,Terminated,Contract,Full-Time,Production       ,03-10-1945,MA,Foreman,Male,Fully Meets,3
1207,Emma,Ware,2022-03-21,NA,emma.ware@bilearner.com,Active,Contract,Temporary,Production       ,24-03-1987,MA,Laborer,Female,Fully Meets,5
1208,Keyon,Haley,2023-06-23,2023-07-26,keyon.haley@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,26-04-1962,MA,Supervisor,Female,Fully Meets,5
1209,Kylee,Bates,2020-10-26,NA,kylee.bates@bilearner.com,Active,Part-Time,Part-Time,Production       ,12-03-1978,MA,Runner,Female,Fully Meets,4
1210,Marc,Chandler,2020-01-29,NA,marc.chandler@bilearner.com,Active,Contract,Temporary,Production       ,13-03-1982,MA,Supervisor,Male,Fully Meets,3
1211,Abdullah,Pruitt,2022-04-23,NA,abdullah.pruitt@bilearner.com,Active,Full-Time,Full-Time,Production       ,17-04-1995,MA,Engineer,Male,Fully Meets,3
1212,Shamar,Roth,2023-06-15,NA,shamar.roth@bilearner.com,Active,Full-Time,Part-Time,Production       ,10-12-1978,MA,Inspector,Male,Fully Meets,3
1213,Jaylen,Acosta,2019-09-19,2020-04-14,jaylen.acosta@bilearner.com,Terminated,Contract,Full-Time,Production       ,08-01-1966,MA,Runner,Female,Fully Meets,3
1214,Kale,House,2023-01-07,NA,kale.house@bilearner.com,Active,Contract,Temporary,Production       ,21-09-2000,MA,Foreman,Female,Fully Meets,3
1215,Kiersten,Ellis,2020-02-07,2021-05-01,kiersten.ellis@bilearner.com,Terminated,Contract,Full-Time,Production       ,15-01-1971,MA,Operator,Male,Fully Meets,3
1216,Karissa,Carrillo,2020-04-29,2021-11-12,karissa.carrillo@bilearner.com,Terminated,Contract,Full-Time,Production       ,31-05-1978,MA,Laborer,Male,Fully Meets,3
1217,Issac,Whitehead,2020-04-16,NA,issac.whitehead@bilearner.com,Active,Full-Time,Full-Time,Production       ,22-03-1961,MA,Laborer,Male,Fully Meets,3
1218,Madisyn,Andrews,2022-06-16,NA,madisyn.andrews@bilearner.com,Active,Part-Time,Full-Time,Production       ,24-06-1986,MA,Laborer,Male,Fully Meets,3
1219,Madyson,Rhodes,2019-07-22,NA,madyson.rhodes@bilearner.com,Active,Part-Time,Full-Time,Production       ,16-09-1977,MA,Technician,Male,Fully Meets,3
1220,Brenton,Rodriguez,2023-04-22,NA,brenton.rodriguez@bilearner.com,Active,Part-Time,Full-Time,Production       ,01-01-1968,MA,Splicer,Female,Fully Meets,3
1221,Nathen,Arias,2020-12-28,2021-01-30,nathen.arias@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,24-07-1966,MA,Engineer,Female,Fully Meets,3
1222,Keyon,Hensley,2022-02-23,NA,keyon.hensley@bilearner.com,Active,Contract,Full-Time,Production       ,27-06-1948,MA,Lineman,Female,Exceeds,4
1223,Elisha,Ruiz,2022-08-13,NA,elisha.ruiz@bilearner.com,Active,Contract,Part-Time,Production       ,06-06-1968,MA,Technician,Female,Exceeds,4
1224,Amirah,Stanley,2019-10-03,2022-02-28,amirah.stanley@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,25-12-1991,MA,Laborer,Female,Fully Meets,3
1225,Jeremy,Meyer,2019-10-14,NA,jeremy.meyer@bilearner.com,Active,Full-Time,Full-Time,Production       ,19-01-1991,MA,Lineman,Female,Fully Meets,3
1226,Owen,Dillon,2019-08-30,2022-08-27,owen.dillon@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,16-08-1946,MA,Supervisor,Male,Fully Meets,3
1227,Bridget,Bray,2021-02-04,2023-07-30,bridget.bray@bilearner.com,Terminated,Contract,Part-Time,Production       ,29-06-1995,MA,Foreman,Male,Exceeds,3
1228,Cassius,Gates,2022-11-23,NA,cassius.gates@bilearner.com,Active,Part-Time,Part-Time,Production       ,30-03-1995,MA,Lineman,Male,Exceeds,4
1229,Martha,Kemp,2023-02-25,NA,martha.kemp@bilearner.com,Active,Part-Time,Full-Time,Production       ,20-10-1998,MA,Engineer,Male,Fully Meets,3
1230,Francesca,Mcmahon,2019-12-15,NA,francesca.mcmahon@bilearner.com,Active,Part-Time,Part-Time,Production       ,14-04-2001,MA,Laborer,Male,Exceeds,5
1231,Lorelei,Walls,2021-08-29,NA,lorelei.walls@bilearner.com,Active,Part-Time,Full-Time,Production       ,04-03-1992,MA,Flagger,Female,Fully Meets,4
1232,Emery,Gillespie,2022-11-04,2023-07-07,emery.gillespie@bilearner.com,Terminated,Part-Time,Temporary,Production       ,25-11-1966,MA,Technician,Female,Fully Meets,3
1233,Kaylee,Baldwin,2019-10-02,2019-10-13,kaylee.baldwin@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,30-10-1989,MA,Engineer,Male,Exceeds,1
1234,Aron,Hester,2019-05-24,NA,aron.hester@bilearner.com,Active,Full-Time,Full-Time,Production       ,21-06-1974,MA,Supervisor,Male,Exceeds,3
1235,Reagan,Brennan,2022-02-28,2022-09-05,reagan.brennan@bilearner.com,Terminated,Contract,Temporary,Production       ,22-05-1952,MA,Vp,Male,Fully Meets,3
1236,Hugh,Berry,2023-06-13,NA,hugh.berry@bilearner.com,Active,Full-Time,Temporary,Production       ,18-04-1973,MA,Laborer,Male,Exceeds,2
1237,Brandon,Anderson,2019-10-07,2022-01-22,brandon.anderson@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,23-11-1977,MA,Foreman,Female,Exceeds,3
1238,Diana,Garza,2020-10-06,2022-01-12,diana.garza@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,15-08-1956,MA,Locator,Female,Fully Meets,3
1239,Dalton,Bowen,2019-11-22,NA,dalton.bowen@bilearner.com,Active,Full-Time,Temporary,Production       ,30-03-1985,MA,Field Technician,Male,Fully Meets,3
1240,Davin,Peters,2022-04-29,2023-01-21,davin.peters@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,19-05-1956,MA,Laborer,Male,Fully Meets,3
1241,Leyla,Warren,2022-12-11,2023-04-28,leyla.warren@bilearner.com,Terminated,Part-Time,Temporary,Production       ,23-08-1998,MA,Technician,Male,Fully Meets,3
1242,Victoria,Allen,2023-08-06,2023-08-06,victoria.allen@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,24-05-1996,MA,Operator,Male,Needs Improvement,3
1243,Tyler,Hines,2020-03-28,2023-03-12,tyler.hines@bilearner.com,Terminated,Contract,Temporary,Production       ,16-01-1967,MA,Clerk,Male,Fully Meets,3
1244,Sandra,Atkinson,2022-08-11,2023-03-27,sandra.atkinson@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,17-01-1969,MA,Engineer,Female,Needs Improvement,3
1245,Simone,Hayes,2023-01-26,2023-06-19,simone.hayes@bilearner.com,Terminated,Part-Time,Temporary,Production       ,29-12-1989,MA,Splicer,Female,Needs Improvement,3
1246,Rhett,Valenzuela,2019-01-14,NA,rhett.valenzuela@bilearner.com,Active,Part-Time,Full-Time,Production       ,24-02-1991,MA,Foreman,Female,Fully Meets,3
1247,Lane,Zuniga,2022-06-11,2023-01-10,lane.zuniga@bilearner.com,Terminated,Full-Time,Temporary,Production       ,19-02-1973,MA,Manager,Female,Fully Meets,3
1248,Isabelle,Shields,2020-06-25,2022-03-02,isabelle.shields@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,01-05-1996,MA,Engineer,Female,Fully Meets,3
1249,Mario,Mays,2020-06-08,2022-12-29,mario.mays@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,28-08-1952,MA,Technician,Female,Fully Meets,3
1250,Leah,Robinson,2018-08-29,NA,leah.robinson@bilearner.com,Active,Contract,Part-Time,Production       ,29-11-1993,MA,Associate,Male,Fully Meets,3
1251,Dayami,Bailey,2022-10-01,NA,dayami.bailey@bilearner.com,Active,Full-Time,Full-Time,Production       ,04-02-1960,MA,Supervisor,Male,Fully Meets,3
1252,Ramon,Fleming,2021-07-22,NA,ramon.fleming@bilearner.com,Active,Full-Time,Full-Time,Production       ,24-05-1999,MA,Drafter,Male,Fully Meets,3
1253,Pedro,Harrison,2019-12-14,NA,pedro.harrison@bilearner.com,Active,Full-Time,Full-Time,Production       ,16-07-1989,MA,Engineer,Male,Fully Meets,3
1254,Harrison,Hudson,2020-03-27,NA,harrison.hudson@bilearner.com,Active,Part-Time,Full-Time,Production       ,14-09-1985,MA,Operator,Female,Fully Meets,3
1255,Taniya,Lane,2021-11-25,NA,taniya.lane@bilearner.com,Active,Part-Time,Temporary,Production       ,17-03-1976,MA,Project Manager,Female,Fully Meets,3
1256,Rene,Wallace,2023-07-08,NA,rene.wallace@bilearner.com,Active,Full-Time,Temporary,Production       ,28-04-1943,MA,Technician,Female,Fully Meets,4
1257,Kai,Gaines,2021-11-02,2021-12-11,kai.gaines@bilearner.com,Terminated,Part-Time,Temporary,Production       ,06-01-1956,MA,Administration,Male,Fully Meets,3
1258,Noelle,Levy,2019-12-01,2022-12-25,noelle.levy@bilearner.com,Terminated,Contract,Part-Time,Production       ,03-08-1954,MA,Technician,Male,Fully Meets,3
1259,Kylie,Jimenez,2022-08-16,2022-11-10,kylie.jimenez@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,22-06-1986,MA,Coordinator,Male,Fully Meets,3
1260,Carly,Figueroa,2021-04-25,2022-12-12,carly.figueroa@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,20-04-1998,MA,Director,Male,Exceeds,1
1261,Bria,Mcpherson,2019-05-17,NA,bria.mcpherson@bilearner.com,Active,Part-Time,Temporary,Production       ,20-08-1944,MA,Supervisor,Female,Exceeds,1
1262,Brynn,Harding,2019-05-04,2021-08-03,brynn.harding@bilearner.com,Terminated,Contract,Full-Time,Production       ,19-09-1951,MA,Manager,Female,Exceeds,3
1263,Rashad,Wells,2021-07-16,NA,rashad.wells@bilearner.com,Active,Contract,Temporary,Production       ,29-12-1960,MA,Laborer,Male,Exceeds,3
1264,Jaylene,Deleon,2020-08-04,2021-02-27,jaylene.deleon@bilearner.com,Terminated,Part-Time,Temporary,Production       ,14-11-1950,MA,Laborer,Male,Needs Improvement,3
1265,Chace,Church,2020-11-23,NA,chace.church@bilearner.com,Active,Part-Time,Full-Time,Production       ,03-01-1993,MA,Manager,Male,Needs Improvement,1
1266,Zayne,Hunter,2019-11-11,NA,zayne.hunter@bilearner.com,Active,Full-Time,Part-Time,Production       ,15-12-1979,MA,Lineman,Male,Needs Improvement,3
1267,Amya,Vega,2019-05-20,2020-08-30,amya.vega@bilearner.com,Terminated,Part-Time,Temporary,Production       ,01-08-1977,MA,Field Project Manager,Female,Exceeds,2
1268,Nickolas,West,2019-11-05,2022-04-16,nickolas.west@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,11-03-1961,MA,Specialist,Female,PIP,4
1269,Cason,Neal,2018-09-20,2021-02-04,cason.neal@bilearner.com,Terminated,Contract,Temporary,Production       ,28-11-1989,MA,Laborer,Female,PIP,4
1270,Aldo,Dyer,2020-09-02,2023-05-26,aldo.dyer@bilearner.com,Terminated,Contract,Part-Time,Production       ,07-10-1989,MA,Foreman,Female,PIP,3
1271,Sonia,Skinner,2020-06-28,NA,sonia.skinner@bilearner.com,Active,Full-Time,Part-Time,Production       ,26-12-1992,MA,Technician,Female,PIP,4
1272,Julien,Banks,2023-03-22,2023-05-30,julien.banks@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,12-06-1984,MA,Foreman,Female,PIP,3
1273,Madelyn,Mcdonald,2022-08-30,2022-09-20,madelyn.mcdonald@bilearner.com,Terminated,Part-Time,Temporary,Production       ,31-01-1977,MA,Engineer,Male,PIP,2
1274,Brenden,Nash,2019-10-24,NA,brenden.nash@bilearner.com,Active,Part-Time,Temporary,Production       ,12-04-1988,MA,Supervisor,Male,PIP,1
1275,Genesis,Coleman,2019-11-09,NA,genesis.coleman@bilearner.com,Active,Part-Time,Temporary,Production       ,20-06-1948,MA,Mechanic,Male,PIP,2
1276,Justice,Branch,2019-07-13,NA,justice.branch@bilearner.com,Active,Part-Time,Part-Time,Production       ,22-04-1976,MA,Foreman,Male,Exceeds,3
1277,Addisyn,Guerrero,2020-08-31,2022-06-26,addisyn.guerrero@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,15-02-1951,MA,Engineer,Female,Exceeds,4
1278,Addisyn,Aguilar,2019-01-25,2021-10-26,addisyn.aguilar@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,05-02-1976,MA,Associate,Female,Exceeds,5
1279,Marcos,Gallagher,2020-11-21,2023-04-09,marcos.gallagher@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,27-05-1967,MA,Vp,Female,Exceeds,3
1280,Mareli,Parker,2019-09-23,NA,mareli.parker@bilearner.com,Active,Full-Time,Part-Time,Production       ,08-11-1974,MA,Laborer,Male,Exceeds,3
1281,Joshua,Mitchell,2022-12-11,NA,joshua.mitchell@bilearner.com,Active,Contract,Temporary,Production       ,01-12-1995,MA,Manager,Male,Exceeds,3
1282,Case,Gaines,2020-08-21,2022-09-20,case.gaines@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,19-02-1974,MA,Engineer,Male,Exceeds,4
1283,Jacey,Reyes,2019-02-04,2023-04-17,jacey.reyes@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,18-09-1969,MA,Splicer,Male,Exceeds,5
1284,Dean,Middleton,2021-10-29,NA,dean.middleton@bilearner.com,Active,Full-Time,Part-Time,Production       ,16-10-1960,MA,Foreman,Female,Exceeds,1
1285,Marlene,Bates,2021-07-17,NA,marlene.bates@bilearner.com,Active,Part-Time,Temporary,Production       ,03-01-1981,MA,Administrative,Female,Needs Improvement,1
1286,Kyra,Ray,2019-04-28,2022-09-01,kyra.ray@bilearner.com,Terminated,Part-Time,Temporary,Production       ,03-04-1956,MA,Technician,Male,Needs Improvement,5
1287,Melanie,Kennedy,2020-07-21,NA,melanie.kennedy@bilearner.com,Active,Full-Time,Temporary,Production       ,10-04-1985,MA,Administrator,Male,Fully Meets,3
1288,Aleena,Mercer,2020-01-19,NA,aleena.mercer@bilearner.com,Active,Full-Time,Part-Time,Production       ,19-04-1965,MA,Laborer,Male,Fully Meets,4
1289,Jake,White,2021-09-12,NA,jake.white@bilearner.com,Active,Contract,Full-Time,Production       ,05-03-1976,MA,Coordinator,Male,Fully Meets,4
1290,Chaim,Chase,2022-07-31,2023-02-18,chaim.chase@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,27-06-1993,MA,Laborer,Female,Fully Meets,1
1291,Keshawn,Le,2023-05-18,NA,keshawn.le@bilearner.com,Active,Contract,Full-Time,Production       ,07-11-1992,MA,Specialist,Female,Fully Meets,2
1292,Dalton,Frazier,2021-05-25,2021-10-22,dalton.frazier@bilearner.com,Terminated,Contract,Temporary,Production       ,15-09-1946,MA,Driver,Female,Fully Meets,4
1293,Cannon,Hester,2022-07-22,NA,cannon.hester@bilearner.com,Active,Contract,Full-Time,Production       ,08-07-1947,MA,Laborer,Female,Fully Meets,3
1294,Crystal,Brandt,2019-05-23,2020-09-12,crystal.brandt@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,18-12-1958,MA,Laborer,Female,Fully Meets,3
1295,Johnny,Goodman,2020-02-12,2020-04-07,johnny.goodman@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,24-03-1960,MA,Engineer,Male,Fully Meets,2
1296,Nehemiah,Hancock,2020-02-16,2022-01-09,nehemiah.hancock@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,31-08-1947,MA,Laborer,Male,Fully Meets,2
1297,Elliana,Villanueva,2022-04-29,2022-07-16,elliana.villanueva@bilearner.com,Terminated,Full-Time,Temporary,Production       ,30-08-1972,MA,Laborer,Male,Fully Meets,3
